"refID","name","match.sugg","time.obs","PhotoID","site","date","sighting","sex","size","tag.exists","tag.deployed","tag.id","tag.side","biopsy","biopsy.id","notes","tagging.notes","user","lat.approx","long.approx","timestamp","dfN","pFn","survey.crew","survey.effortON","survey.effortOFF"
"UNMATCHED","NONE_YET","lightship","1005","FAR18102301","FAR","2018-10-23","1","M","12","U","None","","NA","N","","nope","","JM","37.6967","-123.0095","1540321571","CCA_GWS_PHID_FAR18102301_1540321571.csv","FinID_curator/FinIDs_staging/FAR18102301.jpeg","PK|SA|JM","9.5","13.5"
