"refID","name","match.sugg","time.obs","PhotoID","site","date","sighting","sex","size","tag.exists","tag.deployed","tag.id","tag.side","biopsy","biopsy.id","notes","tagging.notes","user","lat.approx","long.approx","timestamp","dfN","pFn","survey.crew","survey.effortON","survey.effortOFF"
"UNMATCHED","NONE_YET","","1450","PR18102301","PR","2018-10-23","1","F","11.5","Y","None","","NA","N","","misstake in the size","","JM","38.2414","-122.9995","1540322131","CCA_GWS_PHID_PR18102301_1540322131.csv","FinID_curator/FinIDs_staging/PR18102301.png","PK|SA|JM","9.5","13.5"
