"refID","name","match.sugg","time.obs","PhotoID","site","date","sighting","sex","size","tag.exists","tag.deployed","tag.id","tag.side","biopsy","biopsy.id","notes","tagging.notes","user","lat.approx","long.approx","timestamp","dfN","pFn","survey.crew","survey.effortON","survey.effortOFF"
"UNMATCHED","NONE_YET","Slashfin","1330","FAR18102305","FAR","2018-10-23","5","M","11.5","Y","Acoustic","6378","R","Y","125786","mr clean","7 yr vemco baby","JM","37.702","-123.0028","1540322005","CCA_GWS_PHID_FAR18102305_1540322005.csv","FinID_curator/FinIDs_staging/FAR18102305.png","PK|SA|JM","9.5","13.5"
