"refID","name","match.sugg","time.obs","PhotoID","site","date","sighting","sex","size","tag.exists","tag.deployed","tag.id","tag.side","biopsy","biopsy.id","notes","tagging.notes","user","lat.approx","long.approx","timestamp","dfN","pFn","survey.crew","survey.effortON","survey.effortOFF"
"UNMATCHED","NONE_YET","","1030","PR18102201","PR","2018-10-22","1","M","12.5","U","None","","NA","N","","big e seal bite out of it","","JM","38.2414","-122.9995","1540322081","CCA_GWS_PHID_PR18102201_1540322081.csv","FinID_curator/FinIDs_staging/PR18102201.jpg","PK|SA|JM","9.5","13.5"
