"refID","name","match.sugg","time.obs","PhotoID","site","date","sighting","sex","size","tag.exists","tag.deployed","tag.id","tag.side","biopsy","biopsy.id","notes","tagging.notes","user","lat.approx","long.approx","timestamp","dfN","pFn","survey.crew","survey.effortON","survey.effortOFF"
"UNMATCHED","NONE_YET","","1256","FAR18102304","FAR","2018-10-23","4","F","16","Y","None","","NA","N","","6162 tag pinging","","JM","37.6992","-123.0149","1540321719","CCA_GWS_PHID_FAR18102304_1540321719.csv","FinID_curator/FinIDs_staging/FAR18102304.JPG","PK|SA|JM","9.5","13.5"
