"refID","name","match.sugg","time.obs","PhotoID","site","date","sighting","sex","size","tag.exists","tag.deployed","tag.id","tag.side","biopsy","biopsy.id","notes","tagging.notes","user","lat.approx","long.approx","timestamp","dfN","pFn","survey.crew","survey.effortON","survey.effortOFF"
"UNMATCHED","NONE_YET","step notch baby","","FAR18102303","FAR","2018-10-23","3","F","10.5","U","Clamp","0737","NA","N","na","this one had a mislabelled sie","releases on what date","JM","37.6974","-122.9985","1540321672","CCA_GWS_PHID_FAR18102303_1540321672.csv","FinID_curator/FinIDs_staging/FAR18102303.jpg","PK|SA|JM","9.5","13.5"
